velocity (km/s),I_data (K),I_fit (K),HINSA_I (K),CNM1_I (K)           ,CNM2_I (K),CNM3_I (K),WNM_I (K),V_data (K),V_fit (K),HINSA_V (K)
-19.951060,-0.376971,0.100728,0.000000,0.000000,0.000000,0.000000,0.100728,-0.003086,-0.000048,0.000000
-19.850420,-0.422127,0.106382,0.000000,0.000000,0.000000,0.000000,0.106382,-0.001279,-0.000050,0.000000
-19.749780,-0.450273,0.112325,0.000000,0.000000,0.000000,0.000000,0.112325,-0.002595,-0.000053,0.000000
-19.649140,-0.495279,0.118572,0.000000,0.000000,0.000000,0.000000,0.118572,-0.009878,-0.000056,-0.000000
-19.548500,-0.531805,0.125135,0.000000,0.000000,0.000000,0.000000,0.125135,-0.008371,-0.000059,0.000000
-19.447860,-0.569942,0.132030,0.000000,0.000000,0.000000,0.000000,0.132030,0.004054,-0.000062,0.000000
-19.347220,-0.544648,0.139270,0.000000,0.000000,0.000000,0.000000,0.139270,0.004714,-0.000065,0.000000
-19.246570,-0.564265,0.146873,0.000000,0.000000,0.000000,0.000000,0.146873,-0.003707,-0.000068,-0.000000
-19.145930,-0.563741,0.154851,0.000000,0.000000,0.000000,0.000000,0.154851,-0.004753,-0.000071,0.000000
-19.045290,-0.566577,0.163224,0.000000,0.000000,0.000000,0.000000,0.163224,-0.002708,-0.000075,-0.000000
-18.944650,-0.568423,0.172007,0.000000,0.000000,0.000000,0.000000,0.172007,0.000475,-0.000078,0.000000
-18.844010,-0.578099,0.181219,0.000000,0.000000,0.000000,0.000000,0.181219,0.001065,-0.000082,0.000000
-18.743370,-0.545456,0.190877,0.000000,0.000000,0.000000,0.000000,0.190877,-0.002412,-0.000086,-0.000000
-18.642730,-0.542512,0.201001,0.000000,0.000000,0.000000,0.000000,0.201001,-0.006154,-0.000090,-0.000000
-18.542090,-0.531978,0.211610,0.000000,0.000000,0.000000,0.000000,0.211610,-0.002733,-0.000095,-0.000000
-18.441450,-0.529684,0.222726,0.000000,0.000000,0.000000,0.000000,0.222726,0.005300,-0.000099,-0.000000
-18.340810,-0.494110,0.234367,0.000000,0.000000,0.000000,0.000000,0.234367,0.004125,-0.000104,-0.000000
-18.240160,-0.468117,0.246558,0.000000,0.000000,0.000000,0.000000,0.246558,0.000763,-0.000109,-0.000000
-18.139520,-0.449043,0.259319,0.000000,0.000000,0.000000,0.000000,0.259319,-0.003147,-0.000114,-0.000000
-18.038880,-0.427839,0.272674,0.000000,0.000000,0.000000,0.000000,0.272674,-0.004330,-0.000119,-0.000000
-17.938240,-0.369436,0.286647,0.000000,0.000000,0.000000,0.000000,0.286647,0.000149,-0.000124,0.000000
-17.837600,-0.340672,0.301262,0.000000,0.000000,0.000000,0.000000,0.301262,-0.001792,-0.000130,0.000000
-17.736960,-0.304578,0.316545,0.000000,0.000000,0.000000,0.000000,0.316545,-0.001915,-0.000136,-0.000000
-17.636320,-0.237864,0.332522,0.000000,0.000000,0.000000,0.000000,0.332522,0.003716,-0.000142,-0.000000
-17.535680,-0.233230,0.349220,0.000000,0.000000,0.000000,0.000000,0.349220,0.006717,-0.000149,0.000000
-17.435040,-0.164387,0.366668,0.000000,0.000000,0.000000,0.000000,0.366668,0.006927,-0.000155,-0.000000
-17.334400,-0.135813,0.384893,0.000000,0.000000,0.000000,0.000000,0.384893,0.006699,-0.000162,0.000000
-17.233760,-0.103779,0.403926,0.000000,0.000000,0.000000,0.000000,0.403926,0.006032,-0.000169,-0.000000
-17.133110,-0.046546,0.423798,0.000000,0.000000,0.000000,0.000000,0.423798,0.001499,-0.000177,0.000000
-17.032470,0.026618,0.444538,0.000000,0.000000,0.000000,0.000000,0.444538,-0.005256,-0.000184,0.000000
-16.931830,0.065382,0.466178,0.000000,0.000000,0.000000,0.000000,0.466178,-0.006463,-0.000192,-0.000000
-16.831190,0.147776,0.488753,0.000000,0.000000,0.000000,0.000000,0.488753,-0.003157,-0.000201,0.000000
-16.730550,0.164250,0.512296,0.000000,0.000000,0.000000,0.000000,0.512296,-0.000146,-0.000209,-0.000000
-16.629910,0.247763,0.536842,0.000000,0.000000,0.000000,0.000000,0.536842,0.001857,-0.000218,0.000000
-16.529270,0.304887,0.562427,0.000000,0.000000,0.000000,0.000000,0.562427,0.002614,-0.000227,-0.000000
-16.428630,0.368751,0.589088,0.000000,0.000000,0.000000,0.000000,0.589088,0.008831,-0.000237,-0.000000
-16.327990,0.424465,0.616862,0.000000,0.000000,0.000000,0.000000,0.616862,0.009284,-0.000247,0.000000
-16.227350,0.487049,0.645788,0.000000,0.000000,0.000000,0.000000,0.645788,-0.004248,-0.000257,0.000000
-16.126700,0.540912,0.675908,0.000000,0.000000,0.000000,0.000000,0.675908,-0.014058,-0.000268,0.000000
-16.026060,0.622226,0.707257,0.000000,0.000000,0.000000,0.000000,0.707257,-0.012009,-0.000278,0.000000
-15.925420,0.674650,0.739880,0.000000,0.000000,0.000000,0.000000,0.739880,-0.001600,-0.000290,0.000000
-15.824780,0.738683,0.773819,0.000000,0.000000,0.000000,0.000000,0.773819,-0.002596,-0.000301,0.000000
-15.724140,0.826677,0.809117,0.000000,0.000000,0.000000,0.000000,0.809117,-0.013664,-0.000313,-0.000000
-15.623500,0.892471,0.845819,0.000000,0.000000,0.000000,0.000000,0.845819,-0.003697,-0.000326,0.000000
-15.522860,0.948585,0.883970,0.000000,0.000000,0.000000,0.000000,0.883970,0.007787,-0.000339,0.000000
-15.422220,1.038359,0.923617,0.000000,0.000000,0.000000,0.000000,0.923617,0.004796,-0.000352,-0.000000
-15.321580,1.117592,0.964806,0.000000,0.000000,0.000000,0.000000,0.964806,0.012133,-0.000366,-0.000000
-15.220940,1.192476,1.007587,0.000000,0.000000,0.000001,0.000000,1.007586,0.014969,-0.000380,-0.000000
-15.120290,1.268579,1.052012,0.000000,0.000000,0.000001,0.000000,1.052011,0.006684,-0.000394,0.000000
-15.019650,1.366243,1.098123,0.000000,0.000000,0.000001,0.000000,1.098122,0.003550,-0.000409,0.000000
-14.919010,1.424707,1.145976,0.000000,0.000000,0.000001,0.000000,1.145975,0.005447,-0.000424,-0.000000
-14.818370,1.507501,1.195623,0.000000,0.000000,0.000002,0.000000,1.195621,0.006410,-0.000440,0.000000
-14.717730,1.571475,1.247116,0.000000,0.000000,0.000002,0.000000,1.247113,-0.007040,-0.000457,-0.000000
-14.617090,1.662848,1.300509,0.000000,0.000000,0.000003,0.000000,1.300506,-0.012563,-0.000473,-0.000000
-14.516450,1.735312,1.355858,0.000000,0.000000,0.000004,0.000000,1.355854,0.003484,-0.000491,0.000000
-14.415810,1.814586,1.413218,0.000000,0.000000,0.000005,0.000000,1.413213,0.004844,-0.000508,0.000000
-14.315170,1.910720,1.472645,0.000000,0.000000,0.000006,0.000000,1.472639,-0.012430,-0.000527,0.000000
-14.214530,2.014344,1.534197,0.000000,0.000000,0.000007,0.000000,1.534189,-0.016449,-0.000545,0.000000
-14.113880,2.092797,1.597938,0.000000,0.000000,0.000009,0.000000,1.597929,0.002573,-0.000565,-0.000000
-14.013240,2.190921,1.663916,0.000000,0.000000,0.000012,0.000000,1.663904,0.018453,-0.000585,0.000000
-13.912600,2.270645,1.732195,0.000000,0.000000,0.000015,0.000000,1.732180,0.013505,-0.000605,-0.000000
-13.811960,2.363528,1.802837,0.000000,0.000000,0.000019,0.000000,1.802818,0.005328,-0.000626,0.000000
-13.711320,2.471272,1.875903,0.000000,0.000000,0.000024,0.000000,1.875879,0.004112,-0.000647,0.000000
-13.610680,2.564996,1.951454,0.000000,0.000000,0.000030,0.000000,1.951425,0.001742,-0.000669,-0.000000
-13.510040,2.652690,2.029554,0.000000,0.000000,0.000037,0.000000,2.029517,-0.000394,-0.000692,0.000000
-13.409400,2.761684,2.110267,0.000000,0.000000,0.000047,0.000000,2.110220,0.002637,-0.000715,-0.000000
-13.308760,2.864727,2.193655,0.000000,0.000000,0.000058,0.000000,2.193597,0.004719,-0.000738,0.000000
-13.208120,2.941071,2.279785,0.000000,0.000000,0.000073,0.000000,2.279712,0.003569,-0.000762,0.000000
-13.107480,3.046875,2.368720,0.000000,0.000000,0.000091,0.000000,2.368629,-0.000633,-0.000787,0.000000
-13.006830,3.151948,2.460536,0.000000,0.000000,0.000113,0.000000,2.460423,-0.008478,-0.000813,0.000000
-12.906190,3.263272,2.555282,0.000000,0.000000,0.000141,0.000000,2.555142,-0.006642,-0.000838,0.000000
-12.805550,3.369516,2.653034,0.000000,0.000000,0.000174,0.000000,2.652859,0.006629,-0.000865,-0.000000
-12.704910,3.486180,2.753857,0.000000,0.000000,0.000216,0.000000,2.753641,0.009015,-0.000892,-0.000000
-12.604270,3.616044,2.857822,0.000000,0.000000,0.000267,0.000000,2.857555,0.003072,-0.000920,-0.000000
-12.503630,3.719997,2.964996,0.000000,0.000000,0.000329,0.000000,2.964666,0.007686,-0.000948,0.000000
-12.402990,3.826151,3.075448,0.000000,0.000000,0.000406,0.000000,3.075042,0.012403,-0.000977,-0.000000
-12.302350,3.962495,3.189247,0.000000,0.000000,0.000499,0.000000,3.188748,0.007873,-0.001007,0.000000
-12.201710,4.093059,3.306464,0.000000,0.000000,0.000612,0.000000,3.305852,0.001727,-0.001038,-0.000000
-12.101070,4.219053,3.427170,0.000000,0.000000,0.000750,0.000000,3.426420,-0.002959,-0.001069,-0.000000
-12.000420,4.356086,3.551447,0.000000,0.000000,0.000917,0.000000,3.550530,-0.002967,-0.001100,-0.000000
-11.899780,4.486800,3.679343,0.000000,0.000000,0.001120,0.000000,3.678223,0.001419,-0.001133,0.000000
-11.799140,4.597114,3.810944,0.000000,0.000000,0.001365,0.000000,3.809579,0.001308,-0.001166,0.000000
-11.698500,4.751597,3.946322,0.000000,0.000000,0.001661,0.000000,3.944661,-0.000871,-0.001200,-0.000000
-11.597860,4.901871,4.085552,0.000000,0.000000,0.002018,0.000000,4.083534,-0.006348,-0.001235,-0.000000
-11.497220,5.055025,4.228709,0.000000,0.000000,0.002447,0.000000,4.226263,-0.015029,-0.001270,-0.000000
-11.396580,5.180889,4.375871,0.000000,0.000000,0.002962,0.000000,4.372910,-0.014936,-0.001307,-0.000000
-11.295940,5.346793,4.527116,0.000000,0.000000,0.003579,0.000000,4.523537,-0.010696,-0.001344,0.000000
-11.195300,5.509596,4.682525,0.000000,0.000000,0.004317,0.000000,4.678207,-0.011648,-0.001382,-0.000000
-11.094660,5.640070,4.842178,0.000000,0.000000,0.005199,0.000000,4.836980,-0.015326,-0.001422,0.000000
-10.994010,5.803364,5.006179,0.000000,0.000000,0.006249,0.000000,4.999930,-0.011198,-0.001462,0.000000
-10.893370,5.973597,5.174581,0.000000,0.000000,0.007499,0.000000,5.167082,-0.005310,-0.001504,0.000000
-10.792730,6.107451,5.347493,0.000000,0.000000,0.008983,0.000000,5.338510,-0.013555,-0.001547,0.000000
-10.692090,6.297445,5.525009,0.000000,0.000000,0.010742,0.000000,5.514266,-0.024933,-0.001591,-0.000000
-10.591450,6.484219,5.707227,0.000000,0.000000,0.012823,0.000000,5.694404,-0.022181,-0.001637,0.000000
-10.490810,6.659042,5.894254,0.000000,0.000000,0.015281,0.000000,5.878973,-0.007682,-0.001685,-0.000000
-10.390170,6.792246,6.086198,0.000000,0.000000,0.018178,0.000000,6.068020,-0.000116,-0.001734,0.000000
-10.289530,6.988350,6.283178,0.000000,0.000000,0.021587,0.000000,6.261591,-0.008919,-0.001785,0.000000
-10.188890,7.175624,6.485319,0.000000,0.000000,0.025591,0.000000,6.459728,-0.018450,-0.001839,-0.000000
-10.088250,7.357058,6.692753,0.000000,0.000000,0.030284,0.000000,6.662470,-0.020331,-0.001895,0.000000
-9.987610,7.565391,6.905626,0.000000,0.000000,0.035775,0.000000,6.869851,-0.019713,-0.001954,0.000000
-9.886960,7.754375,7.124114,0.000000,0.000000,0.042190,0.000000,7.081924,-0.020291,-0.002016,0.000000
-9.786320,7.936709,7.348341,0.000000,0.000000,0.049667,0.000000,7.298675,-0.016273,-0.002082,0.000000
-9.685680,8.109952,7.578512,0.000000,0.000000,0.058367,0.000000,7.520145,-0.008898,-0.002151,0.000000
-9.585040,8.322836,7.814823,0.000000,0.000000,0.068471,0.000000,7.746352,-0.008930,-0.002224,-0.000000
-9.484400,8.519670,8.057491,0.000000,0.000000,0.080186,0.000000,7.977306,-0.004641,-0.002302,0.000000
-9.383760,8.733184,8.306751,0.000000,0.000000,0.093740,0.000000,8.213011,-0.005477,-0.002385,-0.000000
-9.283120,8.931628,8.562860,0.000000,0.000000,0.109394,0.000000,8.453466,-0.011587,-0.002474,0.000000
-9.182480,9.167651,8.826098,0.000000,0.000000,0.127439,0.000000,8.698659,-0.007941,-0.002569,-0.000000
-9.081840,9.384755,9.096772,0.000000,0.000000,0.148201,0.000000,8.948570,-0.010342,-0.002672,0.000000
-8.981200,9.599099,9.375217,0.000000,0.000000,0.172045,0.000001,9.203171,-0.015786,-0.002781,-0.000000
-8.880550,9.833542,9.661827,0.000000,0.000000,0.199377,0.000001,9.462449,-0.016088,-0.002900,0.000000
-8.779910,10.097106,9.956945,0.000000,0.000000,0.230643,0.000001,9.726301,-0.016897,-0.003028,0.000000
-8.679270,10.326070,10.261034,0.000000,0.000000,0.266343,0.000002,9.994689,-0.022127,-0.003165,0.000000
-8.578630,10.582684,10.574566,0.000000,0.000000,0.307029,0.000002,10.267535,-0.024538,-0.003314,-0.000000
-8.477990,10.829768,10.898055,0.000000,0.000000,0.353306,0.000003,10.544746,-0.023527,-0.003476,-0.000000
-8.377350,11.128331,11.232060,0.000000,0.000000,0.405841,0.000005,10.826214,-0.020913,-0.003650,-0.000000
-8.276710,11.389345,11.577182,0.000000,0.000000,0.465365,0.000006,11.111811,-0.011529,-0.003839,0.000000
-8.176070,11.665139,11.934073,0.000000,0.000000,0.532674,0.000008,11.401390,-0.003872,-0.004044,0.000000
-8.075430,11.979593,12.303431,0.000000,0.000000,0.608636,0.000011,11.694784,0.001616,-0.004265,-0.000000
-7.974790,12.291047,12.686011,0.000000,0.000000,0.694195,0.000015,11.991800,0.006236,-0.004505,-0.000000
-7.874140,12.580190,13.082654,0.000000,0.000000,0.790379,0.000021,12.292255,0.004690,-0.004764,0.000000
-7.773500,12.915724,13.494142,0.000000,0.000000,0.898270,0.000028,12.595844,0.000624,-0.005043,0.000000
-7.672860,13.305118,13.921424,0.000000,0.000000,1.019058,0.000037,12.902329,-0.004233,-0.005345,0.000000
-7.572220,13.634761,14.365465,0.000000,0.000000,1.154009,0.000050,13.211407,-0.010355,-0.005670,-0.000000
-7.471580,14.030075,14.827284,0.000000,0.000000,1.304472,0.000066,13.522746,-0.019025,-0.006020,0.000000
-7.370940,14.438229,15.307951,0.000000,0.000000,1.471883,0.000088,13.835980,-0.023466,-0.006396,-0.000000
-7.270300,14.850503,15.808583,0.000000,0.000000,1.657760,0.000116,14.150706,-0.018129,-0.006799,-0.000000
-7.169660,15.317567,16.330342,0.000000,0.000000,1.863703,0.000153,14.466486,-0.012466,-0.007230,-0.000000
-7.069020,15.785410,16.874433,0.000000,0.000000,2.091390,0.000202,14.782842,-0.008468,-0.007690,-0.000000
-6.968380,16.285194,17.442093,0.000000,0.000000,2.342572,0.000265,15.099256,-0.009028,-0.008180,-0.000000
-6.867740,16.858068,18.034588,0.000000,0.000000,2.619069,0.000348,15.415171,-0.007504,-0.008701,0.000000
-6.767090,17.440681,18.653266,0.000000,0.000000,2.922791,0.000455,15.730020,0.001077,-0.009254,0.000000
-6.666450,18.048615,19.299300,0.000000,0.000000,3.255607,0.000593,16.043099,0.002586,-0.009838,0.000000
-6.565810,18.723109,19.974044,0.000000,0.000000,3.619513,0.000771,16.353761,0.006666,-0.010453,0.000000
-6.465170,19.401983,20.678782,0.000000,0.000000,4.016500,0.001000,16.661282,0.009001,-0.011099,-0.000000
-6.364530,20.179927,21.414770,0.000000,0.000000,4.448572,0.001293,16.964905,-0.003063,-0.011776,0.000000
-6.263890,20.982800,22.183222,0.000000,0.000000,4.917724,0.001667,17.263831,-0.009738,-0.012483,-0.000000
-6.163250,21.876884,22.985297,0.000000,0.000000,5.425923,0.002144,17.557230,-0.002920,-0.013218,-0.000000
-6.062610,22.801278,23.822081,0.000000,0.000000,5.975092,0.002749,17.844241,0.001163,-0.013979,-0.000000
-5.961970,23.811772,24.694569,0.000000,0.000000,6.567079,0.003514,18.123975,-0.007728,-0.014764,-0.000000
-5.861330,24.869435,25.603644,0.000000,0.000000,7.203640,0.004481,18.395524,-0.010954,-0.015571,-0.000000
-5.760680,25.983149,26.550161,0.000000,0.000000,7.886479,0.005696,18.657986,-0.000146,-0.016397,-0.000000
-5.660040,27.135193,27.534543,0.000000,0.000000,8.616947,0.007221,18.910375,0.000784,-0.017236,0.000000
-5.559400,28.333216,28.557328,0.000000,0.000000,9.396421,0.009126,19.151781,-0.014165,-0.018087,0.000000
-5.458760,29.551650,29.618780,0.000000,0.000000,10.226008,0.011499,19.381272,-0.033686,-0.018943,0.000000
-5.358120,30.816514,30.718964,0.000000,0.000000,11.106585,0.014448,19.597932,-0.043768,-0.019800,-0.000000
-5.257480,32.113988,31.857734,0.000000,0.000000,12.038769,0.018097,19.800868,-0.032473,-0.020653,0.000000
-5.156840,33.442972,33.034715,0.000000,0.000000,13.022894,0.022600,19.989220,-0.016355,-0.021496,0.000000
-5.056200,34.760425,34.249296,0.000000,0.000000,14.058987,0.028139,20.162170,-0.012740,-0.022322,-0.000000
-4.955560,36.094659,35.500622,0.000000,0.000000,15.146741,0.034927,20.318954,-0.015618,-0.023125,-0.000000
-4.854920,37.548243,36.787590,0.000000,0.000000,16.285503,0.043221,20.458866,-0.022587,-0.023898,0.000000
-4.754270,38.872566,38.108981,0.000000,0.000000,17.474374,0.053321,20.581286,-0.039150,-0.024635,-0.000000
-4.653630,40.313610,39.462937,0.000000,0.000000,18.711724,0.065577,20.685637,-0.042537,-0.025328,-0.000000
-4.552990,41.737024,40.847754,0.000000,0.000000,19.995890,0.080401,20.771463,-0.027499,-0.025971,0.000000
-4.452350,43.200748,42.261375,0.000000,0.000000,21.324712,0.098272,20.838391,-0.026459,-0.026556,0.000000
-4.351710,44.676922,43.701535,0.000000,0.000000,22.695645,0.119744,20.886146,-0.033931,-0.027077,0.000000
-4.251070,46.183925,45.165784,0.000000,0.000000,24.105774,0.145457,20.914553,-0.029287,-0.027528,0.000000
-4.150430,47.743609,46.651514,0.000000,0.000000,25.551826,0.176146,20.923542,-0.019188,-0.027902,-0.000000
-4.049790,49.307733,48.155986,0.000000,0.000000,27.030187,0.212653,20.913146,-0.023240,-0.028193,-0.000000
-3.949150,50.761797,49.676368,0.000000,0.000000,28.536932,0.255940,20.883495,-0.030175,-0.028397,0.000000
-3.848510,52.288751,51.209769,0.000000,0.000000,30.067851,0.307099,20.834820,-0.026694,-0.028508,0.000000
-3.747870,53.778244,52.753285,0.000000,0.000000,31.618481,0.367367,20.767436,-0.027211,-0.028523,0.000000
-3.647220,55.243508,54.304187,0.000000,0.000000,33.184308,0.438147,20.681732,-0.031302,-0.028437,-0.000000
-3.546580,56.613722,55.859359,0.000000,0.000000,34.760175,0.520993,20.578191,-0.032695,-0.028248,0.000000
